DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,REGIS,AREA,P388,P6440,P6450,P6460,P6460S1,P6400,P6410,P6422,P6424S1,P6424S2,P6424S3,P6426,P6430S1,P6480,P6480S1,P9440,P6500,P6510,P6510S1,P6510S2,P6590,P6590S1,P6600,P6600S1,P6610,P6610S1,P6620,P6620S1,P6585S1,P6585S1A1,P6585S1A2,P6585S2,P6585S2A1,P6585S2A2,P6585S3,P6585S3A1,P6585S3A2,P6585S4,P6585S4A1,P6585S4A2,P6545,P6545S1,P6545S2,P6580,P6580S1,P6580S2,P6630S1,P6630S1A1,P6630S2,P6630S2A1,P6630S3,P6630S3A1,P6630S4,P6630S4A1,P6630S6,P6630S6A1,P6640,P6640S1,P6765,P6765S1,P6772,P6772S1,P6773S1,P6775,P6750,P6760,P550,P6780,P6780S1,P6790,P1800,P1800S1,P1801S1,P1801S2,P1801S3,P1802,P1879,P1805,P6800,P6810,P6810S1,P6850,P6830,P6830S1,P6870,P6880,P6880S1,P6915,P6915S1,P6920,P6930,P6940,P6960,P6980,P6980S1,P6980S2,P6980S3,P6980S4,P6980S5,P6980S6,P6980S7,P6980S7A1,P6980S8,P6990,P9450,P7020,P760,P7026,P7028,P7028S1,P7040,P390,P7045,P7050,P7050S1,P7070,P7075,P7077,P1880,P1881,P1882,P3148,P7090,P7100,P7110,P7120,P7130,P7140,P7140S1,P7140S2,P7140S3,P7140S4,P7140S5,P7140S6,P7140S7,P7140S8,P7140S9,P7140S9A1,P7150,P7160,P7170S1,P7170S5,P7170S6,P7180,P514,P515,P7240,P7240S1,OFICIO,RAMA2D_R4,OCI,P6430,RAMA4D_R4,INGLABO,DPTO,MES,fex_c_2018,RAMA4DP8_R4
6017499,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,5,,1,,2,400000,2,,,2,,2,,2,,2,,2,,,1,50000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,8,,,,,,,,,48,,.,48,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,1,3,3,,2,,,,,,,,3,12,20,,2,,,,1,1,1,1,1,1,2,1,1,2,2,,2,1,2,2,2,2,2,1,8,,54,97,1,3,9700,400000,52,11,10.374401341,
6017500,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,800000,1,,3,,10,2,,,,,1,1,1,48,,.,48,,,2,3,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,84,45,1,4,4520,800000,52,11,26.449984958,
6017502,1,1,1,60,52,52,2,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,3,2,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,1,18,24,4,,2,,,,,,,,2,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4711,300000,52,11,23.031901527,
6017502,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,48,,5,,2,2200000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1100000,1,2200000,1,1100000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,6,7,,1,,1,1,1,4,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,9,50,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,13,85,1,2,8530,2200000,52,11,23.031901527,
6017503,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,300000,1,,3,,12,2,,,,,1,10,1,24,1,,24,,,6,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,3,24,3,,2,,,,,,,,1,2,20,,1,16,2,1,1,1,1,1,2,1,2,2,2,1,2,,2,1,2,2,1,2,2,1,9,,77,46,1,4,4631,300000,52,11,10.374401341,
6017504,1,1,1,60,52,52,2,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,200000,1,,3,,12,2,,,,,3,1,2,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,1,8,120,4,,2,,,,,,,,9,14,,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,8,,41,47,1,4,4721,200000,52,11,45.15068317,
6017504,1,2,1,60,52,52,2,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,500000,1,,3,,12,2,,,,,3,1,2,48,,.,48,,,1,8,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,9,90,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,8,,61,01,1,4,0121,500000,52,11,45.15068317,
6017504,1,7,1,60,52,52,2,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,,3,,12,2,,,,,3,1,2,40,,.,40,,,1,3,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,57,96,1,4,9602,400000,52,11,45.15068317,
6017505,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,2,300000,1,,3,,12,2,,,,,3,1,1,40,,.,40,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,8,24,4,,2,,,,,,,,3,3,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,45,47,1,4,4792,300000,52,11,23.936275402,
6017505,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,450000,1,,3,,12,2,,,,,1,1,1,54,,.,54,,,3,7,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,3,,84,45,1,4,4542,450000,52,11,23.936275402,
6017506,1,1,1,60,52,52,1,2,2,12,1,,1,2,1,1,10,,2,,2,2350000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,1150000,1,1150000,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,60,,.,60,,,6,7,,1,,1,1,1,5,1,1,,,,,,,,,1,1,1,0,12,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,19,94,1,1,9491,2350000,52,11,10.374401341,
6017506,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,350000,1,,1,,7,2,,,,,1,1,2,42,,.,42,,,5,7,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,30,,2,,,,1,1,1,1,2,1,2,2,1,2,2,,2,1,2,2,2,2,2,1,9,,03,03,1,4,0322,350000,52,11,10.374401341,
6017507,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,600000,1,,3,,8,2,,,,,1,1,1,54,,.,54,,,2,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,18,4,,2,,,,,,,,3,12,20,,2,,,,1,1,1,1,1,1,2,1,1,1,2,,2,1,2,2,2,2,2,2,8,,53,56,1,4,5611,600000,52,11,10.374401341,
6017508,1,1,1,60,52,52,2,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1200000,1,,3,,12,2,,,,,3,3,1,42,,.,42,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,5,24,1,,2,,,,,,,,1,3,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,4,4771,1200000,52,11,45.992516335,
6017508,1,2,1,60,52,52,1,2,2,12,1,,1,2,1,1,10,,1,,2,908000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,1,454000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,10,,,,,,,,,44,,.,44,,,3,7,,1,,1,1,1,0,1,1,,,,,,,,,1,2,1,4,8,4,,2,,,,,,,,1,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,84,45,1,1,4520,908000,52,11,45.992516335,
6017509,1,1,1,60,52,52,2,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,300000,1,,3,,12,2,,,,,3,10,2,60,,.,60,,,1,1,,2,,2,,,,1,.,,,,,1,,,,2,2,1,2,3,1,,2,,,,,,,,1,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,4,4711,300000,52,11,29.868068389,
6017510,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,500000,1,,3,,12,2,,,,,2,1,1,52,,.,52,,,2,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,2,36,4,,2,,,,,,,,1,2,12,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,95,41,1,4,4111,500000,52,11,10.374401341,
6017510,1,3,1,60,52,52,1,2,2,6,1,,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,2,2,,,,,1,1,1,48,,.,48,,,7,7,,1,,1,2,2,0,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,7,60,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,1,9,,39,84,1,4,8414,900000,52,11,10.374401341,
6017512,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,14,,1,,2,500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,12,,,,,,,,,36,2,,36,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,12,36,1,,2,,,,,,,,1,3,20,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,1,1,2,2,1,2,2,1,9,,54,97,1,3,9700,500000,52,11,18.089844294,
6017514,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,800000,1,,3,,9,2,,,,,2,1,1,48,,.,48,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,1,1,7,4,,2,,,,,,,,13,12,12,,2,,,,1,1,2,1,2,1,2,2,1,2,2,,2,1,2,2,1,2,2,1,5,,95,41,1,4,4111,800000,52,11,10.374401341,
6017515,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,12,2,,,,,1,1,1,60,,.,60,,,2,3,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,48,4,,2,,,,,,,,2,2,10,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,1,3,,84,45,1,4,4542,900000,52,11,45.38152012,
6017516,1,1,1,60,52,52,1,2,2,12,1,,1,1,1,1,10,,2,,2,1500000,2,,,2,,2,,2,,2,,2,,,1,106000,1,2,,,2,,,2,,,2,,,1,750000,1,750000,1,750000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,48,,.,48,,,9,7,,1,,1,1,1,3,1,1,,,,,,,,,1,1,1,1,12,1,,2,,,,,,,,1,11,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,21,46,1,1,4631,1500000,52,11,10.374401341,
6017517,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,60,,5,,1,2200000,2,,,2,,2,,2,,2,,2,,,1,300000,2,2,,,2,,,2,,,2,,,1,1100000,1,2200000,1,1100000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,5,1,1,,,,,,,,,1,2,1,8,36,1,,2,,,,,,,,1,15,90,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2200000,52,11,10.374401341,8413
6017517,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,11,2,,,,,1,1,1,60,,.,60,,,3,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,1,48,1,,2,,,,,,,,1,2,20,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,58,55,1,4,5511,900000,52,11,10.374401341,
6017518,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,11,,5,,1,2500000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1250000,2,,2,,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,50,,.,50,,,8,7,,1,,1,1,2,1,1,1,,1,,,,,,,1,2,1,1,6,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,2,,06,84,1,2,8413,2500000,52,11,35.95491882,
6017519,1,1,1,60,52,52,1,2,1,,1,,1,1,1,1,72,,5,,2,2480000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,1,1240000,1,2480000,1,1240000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,10,1,1,,,,,,,,,1,1,1,4,36,1,,2,,,,,,,,1,15,45,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2480000,52,11,45.992516335,
6017520,1,3,1,60,52,52,2,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,9,2,,,,,3,1,2,60,,.,60,,,1,4,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,9,4,,2,,,,,,,,1,3,6,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,98,49,1,4,4921,1000000,52,11,10.374401341,
6017520,1,4,1,60,52,52,1,1,,,1,,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,200000,1,,3,,3,2,,,,,2,1,2,30,2,,30,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,10,,2,,,,1,1,1,1,2,1,2,2,2,2,2,,2,2,2,2,2,2,2,1,9,,55,81,1,4,8121,200000,52,11,10.374401341,
6017521,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,600000,1,,3,,12,2,,,,,1,1,1,52,,.,52,,,2,7,,4,,2,,,,1,.,,1,,,,,,,2,2,2,,,,,2,,,,,,,,,12,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4719,600000,52,11,10.374401341,
6017521,1,2,1,60,52,52,1,1,,,1,,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,960000,1,,3,,10,2,,,,,1,1,1,52,,.,52,,,6,7,,4,,2,,,,1,.,,,,,,,,1,2,2,1,2,5,1,,2,,,,,,,,7,12,8,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,97,47,1,4,4755,960000,52,11,10.374401341,
6017521,1,4,1,60,52,52,1,1,,,1,,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,800000,1,,3,,3,2,,,,,1,1,1,52,,.,52,,,3,7,,4,,2,,,,1,.,,,1,,,,,,2,2,1,5,2,1,,2,,,,,,,,13,12,9,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,2,,41,46,1,4,4631,800000,52,11,10.374401341,
6017521,1,5,1,60,52,52,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,1000000,1,,3,,11,2,,,,,3,1,1,70,,.,70,,,1,4,,4,,2,,,,1,.,,,,,,,,1,2,2,1,1,5,4,,2,,,,,,,,3,3,6,,2,,,,1,1,1,1,2,1,2,2,1,1,2,,2,1,2,2,2,2,2,1,3,,98,49,1,4,4921,1000000,52,11,10.374401341,
6017521,1,6,1,60,52,52,1,1,,,1,,1,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,700000,1,,3,,11,2,,,,,1,1,1,52,,.,52,,,3,7,,4,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,12,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,2,,41,47,1,4,4773,700000,52,11,10.374401341,
6017522,1,1,1,60,52,52,2,,,,,,,,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,1000000,1,,3,,12,2,,,,,3,3,2,42,,.,42,,,3,3,,1,,1,2,2,10,1,1,,,,,,,,,2,2,1,24,108,1,,2,,,,,,,,10,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,41,46,1,4,4665,1000000,52,11,10.374401341,
6017522,1,2,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,2,2000000,1,,3,,12,1,4,4,0,0,3,6,2,48,,.,48,,,3,7,,1,,1,1,2,10,1,.,1,,,,,,,,1,2,1,24,60,1,,2,,,,,,,,1,11,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,41,46,1,5,4663,2000000,52,11,10.374401341,
6017522,1,3,1,60,52,52,1,1,,,1,,1,2,2,2,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1500000,1,,3,,12,2,,,,,1,1,2,48,,.,48,,,3,3,,2,,2,,,,1,.,,1,,,,,,,2,2,2,,,,,2,,,,,,,,,3,5,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,2,,87,46,1,4,4665,1500000,52,11,10.374401341,
6017522,1,4,1,60,52,52,1,2,2,6,1,,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1500000,1,,3,,2,2,,,,,1,1,1,40,,.,40,,,9,7,,1,,1,2,2,2,1,1,,,,,,,,,1,2,1,10,11,4,,2,,,,,,,,1,11,20,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,19,94,1,4,9499,1500000,52,11,10.374401341,
6017523,1,1,1,60,52,52,2,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,1,900000,1,,3,,12,1,1,0,1,0,3,6,2,60,,.,60,,,2,1,,1,,1,1,2,17,1,1,,,,,,,,,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,5,,41,47,1,4,4711,900000,52,11,10.374401341,
6017523,1,2,1,60,52,52,2,,,,,,,,,,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,1,2021,1,900000,1,,3,,12,1,1,0,1,0,3,6,2,60,,.,60,,,2,1,,1,,1,1,2,17,1,1,,,,,,,,,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,41,47,1,4,4711,900000,52,11,10.374401341,
6017524,1,1,1,60,52,52,1,2,2,12,1,,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,908000,1,,3,,12,2,,,,,1,1,1,48,,.,48,,,6,5,,1,,2,,,,1,.,,,,,,,,1,2,2,1,0,12,4,,2,,,,,,,,1,12,20,,2,,,,2,,,,,,,,,,,,,,1,2,2,2,2,1,3,,33,61,1,4,6130,908000,52,11,10.374401341,
6017524,1,2,1,60,52,52,1,2,1,,1,,1,1,1,1,132,,2,,2,908000,2,,,2,,2,,2,,2,,2,,,1,102000,2,2,,,2,,,2,,,2,,,1,454000,1,908000,1,450000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,44,,.,44,,,4,7,,1,,1,2,1,14,1,1,,,,,,,,,1,2,1,10,36,1,,2,,,,,,,,7,12,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,1,1,3,,55,60,1,1,6010,908000,52,11,10.374401341,
6017525,1,1,1,60,52,52,2,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,350000,1,,3,,12,2,,,,,3,10,2,48,,.,48,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,5,,41,47,1,4,4729,350000,52,11,10.374401341,
6017525,1,3,1,60,52,52,1,2,2,6,1,,1,2,1,2,3,,2,,2,900000,2,,,2,,2,,2,,2,,2,,,1,106000,2,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,9,,,,,,,,,48,,.,48,,,4,7,,1,,1,2,1,2,1,1,,,,,,,,,1,2,1,2,6,4,,2,,,,,,,,1,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,41,47,1,1,4774,900000,52,11,10.374401341,
6017526,1,1,1,60,52,52,1,2,2,12,1,,1,1,1,1,5,,2,,2,1800000,2,,,2,,2,,2,,2,,2,,,2,,,2,,,2,,,2,,,2,,,2,,2,,2,,2,,2,,2,,,.,,,,,,,,,.,5,,,,,,,,,52,,.,52,,,6,7,,1,,1,1,1,21,1,1,,,,,,,,,1,2,1,7,36,1,,2,,,,,,,,1,12,10,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,3,,08,62,1,1,6201,1800000,52,11,10.374401341,
6017527,1,1,1,60,52,52,1,1,,,1,,1,2,2,2,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,1200000,1,,3,,12,2,,,,,3,1,2,60,,.,60,,,5,4,,2,,2,,,,1,.,,,,,,,,1,2,2,1,6,60,4,,2,,,,,,,,1,12,20,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,9,,98,49,1,4,4921,1200000,52,11,34.657621234,
6017528,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,900000,1,,3,,11,2,,,,,1,1,1,60,,.,60,,,6,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,35,1,,2,,,,,,,,1,2,25,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,2,9,,53,56,1,4,5611,900000,52,11,13.452795838,
6017532,1,1,1,60,52,52,2,,,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,2000000,1,,3,,12,1,1,0,1,0,2,3,2,48,,.,48,,,2,1,,1,,1,2,2,8,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,1,1,2,2,1,3,,12,69,1,4,6910,2000000,52,11,27.516445594,
6017534,1,1,1,60,52,52,2,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,700000,1,,3,,12,2,,,,,3,1,2,40,,.,40,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,4,60,1,,2,,,,,,,,1,11,15,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4771,700000,52,11,47.722246169,
6017535,1,1,1,60,52,52,1,1,,,1,,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,2,400000,1,,3,,3,2,,,,,1,1,1,20,1,,20,,,2,7,,2,,2,,,,1,.,,,,,,,,1,2,2,1,12,6,4,,2,,,,,,,,1,12,20,,1,20,1,1,1,1,1,1,2,1,2,1,2,2,2,,2,1,2,2,2,2,2,1,3,,11,46,1,4,4664,400000,52,11,18.089844294,
6017536,1,1,1,60,52,52,1,2,1,,2,4,1,1,1,1,264,,5,,2,2600000,2,,,2,,2,,2,,2,,2,,,1,200000,1,2,,,2,,,2,,,2,,,1,1200000,1,2400000,1,1200000,2,,2,,2,,,.,,,,,,,,,.,11,,,,,,,,,40,,.,40,,,8,7,,1,,1,1,1,22,1,1,,,,,,,,,1,2,2,,,,,2,,,,,,,,,15,45,,2,,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,,13,85,1,2,8530,2600000,52,11,11.175057923,7810
6017538,1,1,1,60,52,52,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,2,600000,1,,1,,8,2,,,,,3,2,1,24,1,,24,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,1,5,1,,2,,,,,,,,7,3,30,,1,20,2,1,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,41,47,1,4,4771,600000,52,11,22.879397138,
6017538,1,2,1,60,52,52,2,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,400000,1,,3,,8,2,,,,,3,1,2,28,2,,28,,,1,1,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,14,,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,3,,57,96,1,4,9602,400000,52,11,22.879397138,
6017539,1,1,1,60,52,52,2,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,2,500000,1,,3,,12,2,,,,,3,1,2,50,,.,50,,,1,5,,2,,2,,,,1,.,,,,,,,,1,2,2,1,2,48,4,,2,,,,,,,,3,3,40,,2,,,,2,,,,,,,,,,,,,,1,1,2,2,2,1,9,,45,92,1,4,9200,500000,52,11,10.374401341,
6017539,1,2,1,60,52,52,1,1,,,1,,2,2,2,2,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,2,300000,1,,3,,10,2,,,,,2,10,2,30,2,,30,,,1,2,,2,,2,,,,1,.,,,,,,,,1,2,2,2,,,,,2,,,,,,,,,2,10,,2,,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,9,,54,81,1,4,8121,300000,52,11,10.374401341,
